"Roosting","Stationary","Mobile","CI","Type"
0.200214410166522,0.264707225781948,0.265737692046487,"Estimate","concentration"
0.0150070400253455,0.251667444999923,0.253290407757679,"Lower","concentration"
0.385421780307699,0.277747006563972,0.278184976335296,"Upper","concentration"
