STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/6/2018,6.71,,,,0,,0,0,58,70,50,,180,180,,,17,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/7/2018,9.17,,,,0,,0,0,58,67,45,,10,10,,,18.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/8/2018,9.62,,,,0,,0,0,54,68,38,,180,180,,,21,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/9/2018,6.04,,,,0,,0,0,56,76,43,,200,200,,,16.1,23,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/10/2018,7.61,,,,0,,0,0,53,67,38,,190,190,,,21,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/11/2018,13.65,,,,0,,0,0,51,57,39,,320,320,,,28,33.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/12/2018,6.93,,,,0,,0,0,47,59,31,,170,180,,,21.9,30,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/13/2018,7.61,,,,0,,0,0,50,67,35,,190,190,,,21.9,28,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/14/2018,10.51,,,,0,,0,0,52,62,45,,170,160,,,21.9,27.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/15/2018,5.59,,,,0.39,,0,0,54,61,48,,310,320,,,25.9,38.9,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/16/2018,10.51,,,,0,,0,0,52,61,38,,190,170,,,21,25.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/17/2018,8.05,,,,0,,0,0,58,74,47,,360,10,,,16.1,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/18/2018,8.28,,,,0,,0,0,54,64,41,,360,340,,,18.1,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/19/2018,8.05,,,,0.54,,0,0,51,63,37,,200,170,,,21.9,27.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/20/2018,8.28,,,,0.01,,0,0,58,73,50,,330,320,,,23.9,31.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/21/2018,8.72,,,,0,,0,0,63,78,46,,300,320,,,21,33.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/22/2018,7.83,,,,0.01,,0,0,59,71,45,,190,170,,,19.9,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/23/2018,7.83,,,,0.37,,0,0,60,74,50,,10,10,,,23,30,,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/24/2018,7.83,,,,0,,0,0,53,63,38,,170,170,,,21.9,27.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/25/2018,9.62,,,,0,,0,0,67,86,50,,250,240,,,21,32,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/26/2018,6.93,,,,0.03,,0,0,71,77,53,,20,30,,,18.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/27/2018,7.61,,,,0,,0,0,56,65,42,,180,190,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/28/2018,7.83,,,,0,,0,0,54,63,42,,170,190,,,17,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/29/2018,9.62,,,,0,,0,0,65,83,51,,330,320,,,21.9,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/30/2018,6.49,,,,0,,0,0,62,75,43,,190,190,,,18.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",5/31/2018,7.61,,,,0,,0,0,64,84,47,,170,180,,,19.9,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/1/2018,7.16,,,,0.44,,0,0,70,83,58,,170,170,,,15,19,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/2/2018,12.97,,,,0,,0,0,67,73,50,,30,360,,,25.1,30,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/3/2018,8.05,,,,0,,0,0,57,70,40,,190,200,,,16.1,19,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/4/2018,6.49,,,,0.36,,0,0,46,51,37,,140,170,,,16.1,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/5/2018,3.36,,,,0.55,,0,0,47,53,43,,200,170,,,8.9,12.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/6/2018,4.03,,,,0,,0,0,53,62,47,,50,40,,,10.1,13,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/7/2018,9.62,,,,0,,0,0,56,64,50,,170,180,,,19.9,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/8/2018,6.71,,,,0,,0,0,61,75,48,,320,320,,,21,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/9/2018,9.4,,,,0,,0,0,62,75,48,,320,280,,,23,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/10/2018,8.5,,,,0,,0,0,58,70,39,,330,350,,,23,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/11/2018,5.14,,,,0,,0,0,58,73,40,,340,320,,,15,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/12/2018,7.61,,,,0,,0,0,62,81,40,,210,200,,,21.9,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/13/2018,8.95,,,,0,,0,0,72,86,62,,170,180,,,23,28,,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/14/2018,10.74,,,,0.1,,0,0,58,62,49,,10,10,,,18.1,23,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/15/2018,5.82,,,,0,,0,0,60,77,43,,330,350,,,14.1,19,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/16/2018,5.37,,,,0,,0,0,69,88,48,,340,330,,,21,29.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/17/2018,7.16,,,,0,,0,0,66,77,53,,130,120,,,19.9,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/18/2018,7.61,,,,1.51,,0,0,61,72,53,,220,220,,,15,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/19/2018,14.09,,,,0.03,,0,0,71,76,59,,330,320,,,29.1,36,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/20/2018,7.61,,,,0,,0,0,67,80,49,,240,230,,,19.9,31.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/21/2018,8.5,,,,0.01,,0,0,67,74,53,,330,10,,,19.9,25.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/22/2018,5.82,,,,0,,0,0,62,76,44,,180,190,,,19.9,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/23/2018,6.04,,,,0.49,,0,0,62,70,52,,180,170,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/24/2018,3.58,,,,0.09,,0,0,61,76,53,,360,360,,,16.1,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/25/2018,9.4,,,,0.47,,0,0,60,69,47,,10,10,,,19.9,23.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/26/2018,6.26,,,,0,,0,0,60,76,43,,330,320,,,19.9,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/27/2018,7.38,,,,0,,0,0,67,82,50,,180,210,,,16.1,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/28/2018,10.51,,,,1.32,,0,0,63,65,60,,170,170,,,21,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/29/2018,4.03,,,,0.03,,0,0,70,85,62,,320,320,,,21.9,27.1,1,1,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",6/30/2018,5.59,,,,0.02,,0,0,73,86,61,,180,190,,,18.1,27.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/1/2018,5.82,,,,0.15,,0,0,76,87,65,,340,340,,,17,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/2/2018,7.16,,,,0,,0,0,73,80,63,,180,170,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/3/2018,5.37,,,,0.02,,0,0,73,90,62,,240,250,,,17,21.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/4/2018,2.91,,,,0,,0,0,79,94,61,,250,240,,,12.1,15,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/5/2018,8.72,,,,0,,0,0,80,93,66,,170,170,,,19.9,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/6/2018,11.41,,,,1.15,,0,0,75,80,56,,320,320,,,31.1,36.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/7/2018,8.05,,,,0,,0,0,65,78,51,,330,240,,,19.9,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/8/2018,6.71,,,,0,,0,0,68,83,52,,180,190,,,18.1,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/9/2018,9.4,,,,0,,0,0,72,87,61,,190,180,,,16.1,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/10/2018,6.04,,,,0.05,,0,0,72,88,60,,330,330,,,30,38,,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/11/2018,7.83,,,,0,,0,0,70,80,59,,10,10,,,18.1,23,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/12/2018,4.7,,,,0,,0,0,67,77,51,,340,300,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/13/2018,4.7,,,,0,,0,0,68,79,53,,200,200,,,18.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/14/2018,6.71,,,,0,,0,0,63,73,52,,180,200,,,14.1,18.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/15/2018,6.04,,,,0,,0,0,67,77,60,,200,180,,,12.1,18.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/16/2018,5.14,,,,0,,0,0,70,86,61,,180,170,,,15,18.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/17/2018,6.93,,,,0.14,,0,0,67,73,63,,170,190,,,12.1,15,1,1,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/18/2018,9.17,,,,0.01,,0,0,70,77,54,,320,310,,,21,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/19/2018,4.03,,,,0,,0,0,66,81,48,,250,240,,,13,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/20/2018,3.8,,,,0,,0,0,69,86,54,,180,160,,,16.1,19.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/21/2018,4.03,,,,0,,0,0,69,85,52,,180,190,,,15,19,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/22/2018,6.26,,,,0.24,,0,0,66,77,50,,150,160,,,13,16.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/23/2018,11.41,,,,0,,0,0,73,82,69,,180,170,,,17,23,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/24/2018,11.63,,,,0,,0,0,74,83,69,,170,170,,,23,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/25/2018,12.08,,,,0,,0,0,73,81,69,,180,190,,,21,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/26/2018,10.96,,,,0.7,,0,0,72,76,68,,180,190,,,21.9,30,1,1,1,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/27/2018,7.61,,,,0.02,,0,0,74,86,67,,160,170,,,18.1,21.9,1,1,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/28/2018,8.5,,,,0,,0,0,74,85,68,,190,190,,,18.1,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/29/2018,6.26,,,,0,,0,0,74,82,64,,240,230,,,14.1,19.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/30/2018,6.04,,,,0,,0,0,72,84,58,,240,230,,,13,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",7/31/2018,3.13,,,,0,,0,0,74,86,60,,180,200,,,13,18.1,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/1/2018,8.95,,,,0.1,,0,0,73,84,62,,190,170,,,19.9,23.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/2/2018,6.71,,,,0,,0,0,77,91,68,,240,260,,,17,23,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/3/2018,2.91,,,,0,,0,0,79,88,71,,330,340,,,12.1,15,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/4/2018,4.7,,,,0.08,,0,0,73,75,67,,310,320,,,13,17,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/5/2018,4.25,,,,0,,0,0,74,88,61,,280,250,,,12.1,16.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/6/2018,5.37,,,,0,,0,0,80,94,64,,260,200,,,13,19.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/7/2018,5.37,,,,0.07,,0,0,81,95,69,,250,240,,,15,19.9,1,,1,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/8/2018,4.92,,,,0,,0,0,78,89,68,,140,160,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/9/2018,6.71,,,,0.91,,0,0,74,82,67,,360,340,,,23,25.1,1,,1,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/10/2018,7.61,,,,0,,0,0,72,80,57,,320,300,,,19.9,25.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/11/2018,5.14,,,,0,,0,0,68,82,52,,190,170,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/12/2018,2.68,,,,0,,0,0,70,77,61,,170,170,,,10.1,12.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/13/2018,4.92,,,,0,,0,0,69,78,61,,160,130,,,12.1,15,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/14/2018,6.71,,,,0,,0,0,73,81,69,,180,180,,,16.1,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/15/2018,6.26,,,,0.51,,0,0,74,84,69,,170,200,,,13,15,1,,1,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/16/2018,7.38,,,,0.14,,0,0,73,81,57,,320,320,,,18.1,25.1,1,,1,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/17/2018,6.71,,,,0.03,,0,0,66,78,52,,180,170,,,16.1,21.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/18/2018,8.5,,,,0.28,,0,0,69,72,59,,10,10,,,19.9,25.9,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/19/2018,6.49,,,,0,,0,0,66,79,53,,20,40,,,16.1,23,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/20/2018,4.7,,,,0,,0,0,67,80,56,,170,80,,,10.1,16.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/21/2018,4.92,,,,0,,0,0,66,77,53,,200,190,,,14.1,17,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/22/2018,4.92,,,,0.53,,0,0,66,71,62,,160,160,,,13,16.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/23/2018,6.71,,,,0,,0,0,67,76,55,,320,330,,,17,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/24/2018,4.7,,,,0,,0,0,66,82,50,,200,200,,,13,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/25/2018,8.5,,,,0,,0,0,69,80,60,,190,180,,,17,21,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/26/2018,8.72,,,,0,,0,0,68,79,62,,190,180,,,21,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/27/2018,5.14,,,,0,,0,0,73,87,61,,320,320,,,18.1,23,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/28/2018,6.71,,,,0.06,,0,0,77,90,66,,260,260,,,15,21.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/29/2018,8.5,,,,0.02,,0,0,80,89,69,,180,160,,,21.9,29.1,1,,1,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/30/2018,8.5,,,,0,,0,0,72,74,55,,10,20,,,18.1,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",8/31/2018,4.7,,,,0,,0,0,63,75,49,,150,10,,,12.1,17,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/1/2018,5.82,,,,0,,0,0,61,75,46,,180,180,,,17,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/2/2018,8.72,,,,0,,0,0,67,80,57,,180,180,,,19.9,23,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/3/2018,7.61,,,,0,,0,0,74,90,67,,180,230,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/4/2018,7.83,,,,0,,0,0,75,83,57,,30,30,,,21,28,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/5/2018,7.16,,,,0,,0,0,68,83,53,,180,180,,,16.1,21,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/6/2018,8.72,,,,0,,0,0,74,85,56,,320,330,,,21,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/7/2018,4.92,,,,0,,0,0,63,74,50,,270,240,,,12.1,16.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/8/2018,8.5,,,,0,,0,0,60,69,46,,340,320,,,16.1,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/9/2018,4.7,,,,0,,0,0,54,68,35,,330,340,,,15,19.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/10/2018,5.14,,,,0.05,,0,0,53,67,38,,130,180,,,16.1,21,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/11/2018,6.04,,,,0.86,,0,0,61,67,53,,140,130,,,18.1,25.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/12/2018,2.24,,,,0,,0,0,65,72,55,,30,10,,,8.9,11,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/13/2018,0.89,,,,0,,0,0,64,82,55,,20,350,,,10.1,14.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/14/2018,4.03,,,,0,,0,0,66,82,52,,170,180,,,12.1,17,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/15/2018,6.26,,,,0,,0,0,65,80,53,,190,180,,,13,15,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/16/2018,4.03,,,,0,,0,0,68,83,57,,360,360,,,13,15,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/17/2018,9.4,,,,0,,0,0,70,83,63,,180,180,,,18.1,23.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/18/2018,7.83,,,,0.08,,0,0,70,81,55,,40,360,,,23,25.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/19/2018,9.62,,,,0.02,,0,0,56,61,52,,30,10,,,16.1,21.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/20/2018,5.37,,,,0,,0,0,55,63,48,,40,50,,,10.1,14.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/21/2018,12.3,,,,0.1,,0,0,57,64,50,,180,190,,,23.9,36.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/22/2018,12.08,,,,0.1,,0,0,62,67,42,,320,320,,,35.1,42.9,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/23/2018,4.92,,,,0,,0,0,52,67,36,,30,270,,,14.1,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/24/2018,6.04,,,,0,,0,0,49,58,35,,20,30,,,18.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/25/2018,6.71,,,,0.68,,0,0,47,60,33,,160,160,,,21,25.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/26/2018,11.86,,,,0.72,,0,0,65,73,60,,180,180,,,21.9,29.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/27/2018,6.49,,,,0,,0,0,62,67,52,,30,300,,,16.1,23.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/28/2018,4.25,,,,0.02,,0,0,54,59,43,,340,350,,,13,15,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/29/2018,5.14,,,,0,,0,0,53,67,41,,340,340,,,19.9,23,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",9/30/2018,2.01,,,,0,,0,0,51,64,41,,250,280,,,8.1,11,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/1/2018,1.12,,,,0.2,,0,0,51,57,41,,170,10,,,6,8.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/2/2018,6.71,,,,0.82,,0,0,47,50,44,,10,20,,,13,16.1,1,1,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/3/2018,7.83,,,,0.05,,0,0,51,59,48,,360,10,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/4/2018,6.93,,,,0,,0,0,56,61,52,,180,180,,,17,23.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/5/2018,8.72,,,,0,,0,0,53,60,41,,350,360,,,21,25.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/6/2018,6.26,,,,0,,0,0,48,61,38,,190,200,,,14.1,19,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/7/2018,8.5,,,,0.02,,0,0,55,61,42,,20,30,,,18.1,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/8/2018,7.38,,,,0.14,,0,0,48,56,38,,30,200,,,15,18.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/9/2018,7.83,,,,0,,0,0,61,80,49,,240,240,,,17,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/10/2018,8.5,,,,0.01,,0,0,64,77,49,,20,20,,,18.1,23,1,,,,,,1,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/11/2018,7.61,,,,0.94,,0,0,49,50,46,,100,110,,,15,21.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/12/2018,9.17,,,,0.06,,0,0,49,56,45,,330,300,,,21,28,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/13/2018,3.8,,,,0.02,,0,0,44,47,37,,190,310,,,8.9,16.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/14/2018,5.59,,,,0,,0,0,44,56,33,,320,330,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/15/2018,8.05,,,,0.43,,0,0,45,62,32,,180,170,,,21.9,30,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/16/2018,10.07,,,,0.02,,0,0,51,57,36,,270,270,,,21.9,40.9,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/17/2018,7.38,,,,0.09,,0,0,43,56,35,,310,320,,,23.9,33.1,1,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/18/2018,11.41,,,,0,,0,0,38,43,31,,320,320,,,31.1,38.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/19/2018,8.28,,,,0,,0,0,40,53,31,,170,190,,,17,21.9,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/20/2018,9.62,,,,0,,0,0,55,64,35,,210,200,,,21,29.1,,,,,,,,
USW00014606,"BANGOR INTERNATIONAL AIRPORT, ME US",10/21/2018,9.84,,,,0,,0,0,38,44,29,,320,320,,,25.1,32,,,,,,,,
