"1 -> 2","1 -> 3","2 -> 1","2 -> 3","3 -> 1","3 -> 2","CI","Type","ID"
-0.714361472103585,-1.41813208784221,-1.73186329073097,0.456742988235719,5.88674838596001,0.060225882813432,"upper","beta","IDX280_20191"
3.10368605489531,2.86965292969039,0.709711277095678,-0.648098650546447,9.06842755274455,2.59479865780507,"upper","beta","IDX286_20181"
-0.877553526606178,-1.44172956500381,2.46805233919844,1.19873062368722,6.64954675173659,0.950252931207143,"upper","beta","IDX286_20191"
1.7386908636832,1.85859211952313,1.03584467833352,0.817141120600784,2.15241345975541,0.338918363181716,"upper","beta","IDX355_20181"
1.69805628168331,1.94291131533218,0.707687050031623,1.20571139132445,2.3118918040596,0.937820525400378,"upper","beta","IDX361_20181"
-0.315961717941698,-0.502857130834187,0.709043841399068,1.8324824938186,5.33729867749444,0.144019240023424,"upper","beta","IDX375_20191"
0.430291046893392,-1.39765390265141,1.05066338869914,0.338060009755087,4.59632363697806,0.0618387558741663,"upper","beta","IDX387_20191"
1.25757823795633,0.525892076229574,0.0643418987020616,0.551475438556478,6.69021679842697,1.11369750123277,"upper","beta","IDX398_20191"
-0.684096786595261,-0.56035093383629,-0.468959074132674,2.44865089458877,4.9274201513852,-0.174022587679707,"upper","beta","IDX409_20201"
-0.582676582194089,-0.571347978811985,13.584164330576,2.34773762989821,4.56786631783977,1.20402489522974,"upper","beta","IDX410_20201"
1.62711238970302,0.363570234422356,-0.645332490941831,0.902155629889553,4.02185290080733,0.26970941842764,"upper","beta","IDX412_20191"
1.77561606328496,3.33807554111529,-0.37662289083727,-0.0346345192384295,4.18593231632297,0.288091951882276,"upper","beta","IDX420_20191"
-0.675727998148194,-0.152789254722641,3.69963192592732,2.44546450848495,4.50660847912026,-0.357494129896958,"upper","beta","IDX426_20201"
5.45681666061385,12.1890898176475,10.3436417937836,3.82931280995384,9.62848059470546,2.06308185316188,"upper","beta","IDX434_20191"
-0.157115375475395,-1.52605876141677,0.213459833944348,1.09406699541873,3.94132507813865,0.697651118736495,"upper","beta","IDX436_20201"
0.316931513729804,-0.84842873335234,1.73604730982191,1.39388566529955,2.93681362301324,0.533441776632504,"upper","beta","IDX826_20201"
0.816952205308585,1.30650720555166,3.63212916860661,1.38786027893478,3.17226303078032,-0.40527160438014,"upper","beta","IDX840_20201"
2.08513613395294,2.53349175413966,3.07765854129117,1.92574420862338,1.14299935242987,0.876326658817081,"upper","beta","IDX849_20201"
-6.20738581662271,-28.6475600278642,61.8387198079535,-1.59972220905098,21.2114726451959,0.885569745183467,"upper","beta","cosinorCos(hour, period = 24)1"
-10.5332825989539,10.096796037457,1.61065493869079,-1.78355858347527,41.2204294823942,0.833953308786784,"upper","beta","cosinorSin(hour, period = 24)1"
1.03447878793023,-33.4145207468367,-50.737977199805,-2.88695095665625,-10.3131605354377,-1.88194879414878,"estimate","beta","(Intercept)2"
0.365683475110499,1.03439256202962,-0.145377129004449,0.185331306254255,-0.620548022225656,-0.401951851666688,"estimate","beta","WC.Z2"
0.47752920929811,0.323398113078523,-0.404669034914954,-0.23240321784979,-1.42431108103379,0.276169703688197,"estimate","beta","SD.Z2"
3.85826663628673,-0.776998884571173,0.680531849042205,1.37420595623458,-2.09480032205862,-1.9496549800676,"estimate","beta","IDX1521_20202"
-1.17415428153299,-0.828217921126742,1.49944706891907,2.01083579891759,2.37944826666873,-0.994728094914686,"estimate","beta","IDX1553_20202"
-0.0981179269539145,2.04403911580991,-3.94388009265237,0.159797078337743,-2.10375931531529,-1.05566089014101,"estimate","beta","IDX1561_20202"
1.43236265815125,2.25672241186016,-4.50542333254614,1.66349433016457,-2.52615462503662,-2.21774024251954,"estimate","beta","IDX1617_20202"
3.8629651875134,-1.14536112777226,-1.5034679799278,0.855170667362954,-2.04619676556207,-0.66157573419566,"estimate","beta","IDX1626_20202"
-4.56613912287324,-0.359009461477184,-1.16985419284833,0.0153073221243665,4.78458126021976,0.69224698422999,"estimate","beta","IDX251_20192"
-0.00953084247006088,0.381816826983066,-0.882809858042954,-0.310784775662851,-1.77338826765963,-0.30836551233499,"estimate","beta","IDX280_20182"
-1.63065721180751,-2.82109905508164,-3.0859648062321,-0.158267849081092,4.03883182070075,-0.643064551954007,"estimate","beta","IDX280_20192"
1.65392018745387,0.320099241363709,-0.927156006810858,-1.79493604131772,-0.656686055828915,1.02324691211448,"estimate","beta","IDX286_20182"
-1.82109731634993,-2.72430193943443,0.977516629425961,0.526661717428968,4.24768232024804,0.243316053397591,"estimate","beta","IDX286_20192"
0.530472497443742,0.381405471606468,-0.793099914900565,-0.162908434798817,-1.33174051941991,-0.809124600368344,"estimate","beta","IDX355_20182"
0.479512364813069,0.489377371319556,-1.00348924309754,0.253549293482192,-1.23041308273017,0.0416587127351091,"estimate","beta","IDX361_20182"
-1.20858007696894,-1.64802996143625,-0.729770631118652,1.15523036762973,3.52710823610732,-0.567734965948566,"estimate","beta","IDX375_20192"
-0.485258224938564,-3.57456465298283,-0.308142342227513,-0.305132645431074,2.65521474014971,-0.675604877468791,"estimate","beta","IDX387_20192"
0.319067562232231,-0.83433121809406,-1.18135912187007,-0.0947734247333195,4.21005912851952,0.423971025486102,"estimate","beta","IDX398_20192"
-1.60216046725784,-1.63733123115067,-1.91166617546413,1.72251627422353,3.16294119193447,-0.937497017404764,"estimate","beta","IDX409_20202"
-1.48785433511565,-1.64737950101835,1.910674944758,1.55528477860322,2.83780377680361,-6.13471004787554,"estimate","beta","IDX410_20202"
0.630960449994983,-1.88438551343389,-1.9988775693815,0.233045032342663,1.89661125849269,-0.483355690920022,"estimate","beta","IDX412_20192"
0.779783806550433,-4.87509590431948,-1.70271848573471,-0.706508141127592,1.85180166355282,-0.5154991215602,"estimate","beta","IDX420_20192"
-1.60489106600425,-1.20424010970408,0.957034542323371,1.63508872275552,2.76125078385057,-1.27807474415149,"estimate","beta","IDX426_20202"
3.13258776201849,-1.02685690484242,0.988553573885219,1.7306326206825,-0.207950463009186,0.400470732427622,"estimate","beta","IDX434_20192"
-1.04263678941585,-2.80628747850569,-1.06923674343814,0.464559230798337,2.1185914707068,0.0339749137550647,"estimate","beta","IDX436_20202"
-0.588824387402329,-2.12540066762437,0.307019271299975,0.731016316111883,0.949162817773205,-0.14079667287258,"estimate","beta","IDX826_20202"
-0.175567077963034,0.172318978985833,1.35879566203734,0.611762117383731,1.3461346013049,-1.27124078053301,"estimate","beta","IDX840_20202"
0.964131732417056,1.22424594591637,-1.38690026495429,0.977461779149841,-2.08652701523094,-3.47432138583265,"estimate","beta","IDX849_20202"
-7.75452145007589,-37.0941819397286,53.612937511466,-1.86693083446946,16.7992658409767,0.681193380890546,"estimate","beta","cosinorCos(hour, period = 24)2"
-12.1599207269962,5.23988979299456,0.196378027533275,-2.08497512900112,34.1283630511524,0.430343349169912,"estimate","beta","cosinorSin(hour, period = 24)2"
